,Time1,DAU1,Time2,DAU2,Time3,DAU3,Time4,DAU4,Time5,DAU5,Time6,DAU6,Time7,DAU7,Time8,DAU8,Time9,DAU9,Time10,DAU10,Time11,DAU11,Time12,DAU12,Time13,DAU13,Time14,smbi,Time15,label
152,8.199999999,0.001831055,8.199999999,0.05218506,8.199999999,0.08178711,8.199999999,0.47851562,8.199999999,0.116882324,8.199999999,0.06958008,8.199999999,0.04333496,8.199999999,0.064086914,8.199999999,0.027770996,8.199999999,0.028076172,8.199999999,0.027160645,8.199999999,0.006713867,8.199999999,0.017700195,8.199999999,10.054771,9.199999999,10.578405
153,8.3,0.002746582,8.3,0.12207031,8.3,0.1159668,8.3,0.5783081,8.3,0.11871338,8.3,0.0692749,8.3,0.057678223,8.3,0.06713867,8.3,0.035705566,8.3,0.029907227,8.3,0.029296875,8.3,0.010070801,8.3,0.018920898,8.3,10.210698,9.3,10.560822
154,8.4,0.000610352,8.4,0.06713867,8.4,0.086364746,8.4,0.4824829,8.4,0.10284424,8.4,0.059509277,8.4,0.04638672,8.4,0.058288574,8.4,0.030822754,8.4,0.025634766,8.4,0.026550293,8.4,0.007324219,8.4,0.015563965,8.4,10.355299,9.4,10.537761
155,8.499999999,0.001525879,8.499999999,0.06072998,8.499999999,0.079956055,8.499999999,0.4321289,8.499999999,0.1184082,8.499999999,0.059814453,8.499999999,0.03967285,8.499999999,0.06500244,8.499999999,0.030822754,8.499999999,0.026855469,8.499999999,0.021972656,8.499999999,0.006713867,8.499999999,0.016479492,8.499999999,10.473913,9.5,10.509323
156,8.6,0.002746582,8.6,0.06774902,8.6,0.09033203,8.6,0.43701172,8.6,0.103149414,8.6,0.061340332,8.6,0.039978027,8.6,0.068359375,8.6,0.030212402,8.6,0.026245117,8.6,0.02532959,8.6,0.008239746,8.6,0.018005371,8.6,10.555969,9.6,10.479251
157,8.699999999,0.000305176,8.699999999,0.043640137,8.699999999,0.06561279,8.699999999,0.41534424,8.699999999,0.1184082,8.699999999,0.052490234,8.699999999,0.036010742,8.699999999,0.06011963,8.699999999,0.021362305,8.699999999,0.023803711,8.699999999,0.024108887,8.699999999,0.006408691,8.699999999,0.01586914,8.699999999,10.606919,9.699999999,10.45702
158,8.8,0.002746582,8.8,0.054626465,8.8,0.072631836,8.8,0.42816162,8.8,0.10498047,8.8,0.061035156,8.8,0.042419434,8.8,0.061340332,8.8,0.025634766,8.8,0.027770996,8.8,0.024108887,8.8,0.008544922,8.8,0.016174316,8.8,10.631041,9.8,10.437559
159,8.9,0.001831055,8.9,0.13000488,8.9,0.10040283,8.9,0.48156738,8.9,0.119628906,8.9,0.072021484,8.9,0.064697266,8.9,0.06896973,8.9,0.035095215,8.9,0.02960205,8.9,0.02532959,8.9,0.007324219,8.9,0.019226074,8.9,10.630121,9.9,10.414102
160,9,0.002441406,9,0.056762695,9,0.0793457,9,0.4446411,9,0.11627197,9,0.062561035,9,0.03967285,9,0.058898926,9,0.02746582,9,0.028076172,9,0.025634766,9,0.008544922,9,0.01739502,9,10.609295,10,10.393785
161,9.1,0.002746582,9.1,0.115356445,9.1,0.16265869,9.1,0.6137085,9.1,0.1651001,9.1,0.085754395,9.1,0.06378174,9.1,0.087890625,9.1,0.04333496,9.1,0.03967285,9.1,0.036315918,9.1,0.010681152,9.1,0.024414062,9.1,10.588225,10.1,10.375832
162,9.199999999,0.002746582,9.199999999,0.066223145,9.199999999,0.099487305,9.199999999,0.463562,9.199999999,0.10772705,9.199999999,0.06225586,9.199999999,0.0491333,9.199999999,0.07171631,9.199999999,0.033569336,9.199999999,0.029296875,9.199999999,0.024719238,9.199999999,0.009460449,9.199999999,0.018005371,9.199999999,10.578405,10.2,10.352119
163,9.3,0.000305176,9.3,0.037231445,9.3,0.06652832,9.3,0.37750244,9.3,0.114746094,9.3,0.056152344,9.3,0.026550293,9.3,0.06500244,9.3,0.032958984,9.3,0.023498535,9.3,0.02532959,9.3,0.008239746,9.3,0.014953613,9.3,10.560822,10.3,10.353996
164,9.4,0.001831055,9.4,0.020141602,9.4,0.03753662,9.4,0.24353027,9.4,0.089416504,9.4,0.046691895,9.4,0.019836426,9.4,0.05340576,9.4,0.025024414,9.4,0.024719238,9.4,0.020751953,9.4,0.00793457,9.4,0.016174316,9.4,10.537761,10.4,10.311449
165,9.5,0,9.5,0.016174316,9.5,0.0289917,9.5,0.21026611,9.5,0.07751465,9.5,0.042419434,9.5,0.016479492,9.5,0.04486084,9.5,0.021362305,9.5,0.01739502,9.5,0.015563965,9.5,0.005493164,9.5,0.01159668,9.5,10.509323,10.5,10.287226
166,9.6,0.001831055,9.6,0.012817383,9.6,0.02960205,9.6,0.16693115,9.6,0.051879883,9.6,0.030212402,9.6,0.01373291,9.6,0.040283203,9.6,0.01739502,9.6,0.017700195,9.6,0.019836426,9.6,0.007629395,9.6,0.012817383,9.6,10.479251,10.6,10.284926
167,9.699999999,0.000610352,9.699999999,0.015258789,9.699999999,0.025634766,9.699999999,0.16296387,9.699999999,0.05340576,9.699999999,0.03265381,9.699999999,0.014343262,9.699999999,0.037231445,9.699999999,0.018920898,9.699999999,0.020446777,9.699999999,0.018615723,9.699999999,0.007019043,9.699999999,0.013427734,9.699999999,10.45702,10.7,10.277086
168,9.8,0.001525879,9.8,0.014038086,9.8,0.02532959,9.8,0.15228271,9.8,0.044555664,9.8,0.031433105,9.8,0.011291504,9.8,0.037231445,9.8,0.017700195,9.8,0.016784668,9.8,0.016174316,9.8,0.007324219,9.8,0.010681152,9.8,10.437559,10.8,10.265287
169,9.9,-0.000305176,9.9,0.012512207,9.9,0.024414062,9.9,0.14892578,9.9,0.045166016,9.9,0.032348633,9.9,0.009460449,9.9,0.03845215,9.9,0.016784668,9.9,0.014648438,9.9,0.014648438,9.9,0.004577637,9.9,0.013122559,9.9,10.414102,10.9,10.253208
170,10,0.001220703,10,0.01159668,10,0.024108887,10,0.15472412,10,0.04425049,10,0.02746582,10,0.01373291,10,0.0289917,10,0.016784668,10,0.019836426,10,0.017700195,10,0.007019043,10,0.01586914,10,10.393785,11,10.238548
171,10.1,0,10.1,0.010986328,10.1,0.01739502,10.1,0.15075684,10.1,0.04272461,10.1,0.028381348,10.1,0.012512207,10.1,0.03387451,10.1,0.017089844,10.1,0.01739502,10.1,0.017700195,10.1,0.005187988,10.1,0.011901856,10.1,10.375832,11.1,10.229699
172,10.2,0.001220703,10.2,0.007019043,10.2,0.01159668,10.2,0.08483887,10.2,0.032043457,10.2,0.030822754,10.2,0.012512207,10.2,0.04699707,10.2,0.020751953,10.2,0.021972656,10.2,0.019836426,10.2,0.006713867,10.2,0.015258789,10.2,10.352119,11.2,10.222842
173,10.3,0.000610352,10.3,0.005493164,10.3,0.008544922,10.3,0.049743652,10.3,0.021057129,10.3,0.018920898,10.3,0.012512207,10.3,0.049438477,10.3,0.027770996,10.3,0.022888184,10.3,0.022888184,10.3,0.008239746,10.3,0.017089844,10.3,10.353996,11.3,10.1863985
174,10.4,0.000305176,10.4,0.006103516,10.4,0.009460449,10.4,0.049438477,10.4,0.021362305,10.4,0.016479492,10.4,0.010375977,10.4,0.043640137,10.4,0.03387451,10.4,0.029907227,10.4,0.028076172,10.4,0.008850098,10.4,0.021057129,10.4,10.311449,11.4,10.17211
175,10.5,0.001525879,10.5,0.00793457,10.5,0.011901856,10.5,0.048828125,10.5,0.024719238,10.5,0.02166748,10.5,0.013122559,10.5,0.037841797,10.5,0.034179688,10.5,0.03967285,10.5,0.03692627,10.5,0.010681152,10.5,0.02532959,10.5,10.287226,11.5,10.178469
176,10.6,0.000305176,10.6,0.007019043,10.6,0.009460449,10.6,0.053100586,10.6,0.027160645,10.6,0.022888184,10.6,0.010070801,10.6,0.04272461,10.6,0.029907227,10.6,0.03112793,10.6,0.042114258,10.6,0.009460449,10.6,0.025939941,10.6,10.284926,11.6,10.173884
177,10.7,0.000915527,10.7,0.00793457,10.7,0.008544922,10.7,0.061950684,10.7,0.025024414,10.7,0.016784668,10.7,0.010681152,10.7,0.036621094,10.7,0.021972656,10.7,0.027160645,10.7,0.035095215,10.7,0.010986328,10.7,0.035705566,10.7,10.277086,11.7,10.167819
178,10.8,-0.000305176,10.8,0.001831055,10.8,-0.000305176,10.8,-0.002136231,10.8,0.001525879,10.8,0.002746582,10.8,-0.000915527,10.8,0.002136231,10.8,-0.002136231,10.8,0.000610352,10.8,-0.001525879,10.8,0.002746582,10.8,0.000305176,10.8,10.265287,11.8,10.158076
179,10.9,0.001525879,10.9,0.002441406,10.9,0.002441406,10.9,-0.000915527,10.9,0.001220703,10.9,0.003356934,10.9,0.000305176,10.9,0.003051758,10.9,-0.000610352,10.9,0.000915527,10.9,-0.000610352,10.9,0.003662109,10.9,0.001525879,10.9,10.253208,11.9,10.14643
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,10.238548,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,10.229699,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.2,10.222842,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.3,10.1863985,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.4,10.17211,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.5,10.178469,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,10.173884,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,10.167819,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,10.158076,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11.9,10.14643,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,10.135142,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12.1,10.120662,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12.2,10.115592,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,10.10977,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12.4,10.1038065,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5,10.095034,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12.6,10.092773,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12.7,10.086746,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8,10.080681,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12.9,10.07367,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13,10.067056,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.1,10.063928,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.2,10.05624,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3,10.054695,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,10.051809,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5,10.056482,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,10.056508,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.7,10.048808,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.8,10.047608,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,13.9,10.038631,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,14,10.03277,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1,10.029718,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,14.2,10.034928,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3,10.037954,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,14.4,10.0478,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,14.5,10.044493,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,10.037099,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,14.7,10.028237,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,14.8,10.022593,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,14.9,10.019528,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10.02175,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,15.1,10.023781,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,10.024355,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,15.3,10.020741,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,15.4,10.01276,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,15.5,10.010781,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,10.005635,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,15.7,10.005814,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8,10.00732,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,15.9,10.014101,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,16,10.013284,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,16.1,10.005086,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,10.0001955,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,16.3,10.0016,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,9.997501,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,16.5,9.991716,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,9.9879875,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,16.7,9.984502,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,9.980569,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,16.9,9.983187,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,17,9.978041,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,17.1,9.980199,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,17.2,9.979879,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,17.3,9.98108,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,9.982969,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5,9.984553,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,17.6,9.983902,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,9.977377,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,9.969625,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,17.9,9.969971,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,18,9.970979,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,18.1,9.970009,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,9.973163,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,18.3,9.970391,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,9.97638,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,9.976278,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,18.6,9.975767,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,9.975117,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,18.8,9.976048,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,18.9,9.97656,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,19,9.974874,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,19.1,9.966114,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,9.96024,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,9.957788,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4,9.955107,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,19.5,9.956473,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,9.959819,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,9.957277,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,19.8,9.961019,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,9.9679785,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20,9.962104,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1,9.964032,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20.2,9.963752,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20.3,9.96176,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,9.965131,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20.5,9.964237,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,9.961312,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7,9.957954,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20.8,9.9547615,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,20.9,9.952323,,
